id,momentum
38951945,0.051751950000000005
389519410,0.08622341999999998
389519415,0.17125757999999996
389519420,-0.09641586999999999
389519425,0.15131430999999998
389519430,0.08803689999999999
389519435,0.15537222999999997
389519440,0.028099619999999992
389519450,0.07939640999999997
389519455,0.18611759999999994
389519460,0.08971955999999998
389519465,0.09550074999999998
389519470,0.13440489999999997
389519475,0.03422991999999998
389519480,0.17211745999999997
389519485,0.11392535999999998
38953485,0.1669599
389534810,0.08934566000000001
389534815,0.11277520999999999
389534820,0.11535534999999998
389534825,0.09072561999999999
389534830,0.006965929999999995
389534835,0.02122161000000001
389534840,-0.09177069999999998
389534850,0.09081423999999999
389534855,-0.042113529999999996
389534860,0.01573764000000001
389534865,0.04400715999999999
389534870,0.09313900999999997
389534875,0.04804378999999999
389534880,0.12985196
389534885,0.08458573
38950745,-0.08345069
389507410,-0.009708249999999988
389507415,-0.15290420999999998
389507420,0.10881118
389507425,-0.03469947999999998
389507430,0.06520786999999999
389507435,0.046173519999999996
389507440,-0.06537623
389507450,-0.07462485999999997
389507455,0.05380781999999998
389507460,-0.06154498
389507465,0.05990147999999999
389507470,0.014424630000000008
389507475,-0.019801449999999998
389507480,-0.08740057
389507485,0.03485152999999998
38952325,-0.10305699999999998
389523210,0.02981992
389523215,-0.026608689999999977
389523220,0.04376862999999999
389523225,-0.11826052999999997
389523230,0.015164489999999989
389523235,0.07119004
389523240,0.010353870000000015
389523250,-0.02392279
389523255,-0.026026640000000004
389523260,-0.03254075999999999
389523265,-0.20924831
389523270,-0.018393119999999985
389523275,-0.10684476999999998
389523280,-0.12757428999999998
389523285,-0.014118459999999985
38951825,-0.04013175999999999
389518210,0.03214647000000001
389518215,0.0317452
389518220,0.027938839999999993
389518225,0.02920992
389518230,0.03655875999999998
389518235,0.1555508
389518240,0.08986545999999998
389518250,0.023843539999999983
389518255,0.19722927999999998
389518260,-0.026287900000000003
389518265,0.11065756000000002
389518270,-0.04157542
389518275,0.11011848999999999
389518280,0.11321301999999997
389518285,0.01883413999999997
38953405,-0.11519122
389534010,-0.02819466999999999
389534015,0.05864404999999999
389534020,0.06229675
389534025,0.17785398999999996
389534030,0.051623409999999995
389534035,0.21558022999999998
389534040,0.05258378
389534050,-0.018389340000000004
389534055,0.038790169999999985
389534060,-0.0022193399999999863
389534065,0.07603841999999998
389534070,-0.018280340000000006
389534075,-0.053495849999999984
389534080,0.11617095999999999
389534085,0.12078525999999998
38951585,0.09708136999999999
389515810,0.09037885999999999
389515815,0.12256061999999998
389515820,0.044423829999999984
389515825,0.01067385999999998
389515830,0.09299942999999998
389515835,0.11928964
389515840,0.19589849999999998
389515850,0.027890389999999987
389515855,0.21045196999999996
389515860,0.08646896
389515865,0.009348060000000005
389515870,0.08179260999999999
389515875,0.06262780999999998
389515880,0.09473590999999996
389515885,0.15839685999999997
38953095,0.10082535
389530910,0.13613251999999998
389530915,0.08168054999999999
389530920,-0.03383791
389530925,0.14550425999999997
389530930,0.04267796
389530935,-0.00224019000000001
389530940,0.059154129999999985
389530950,-0.05227903
389530955,-0.0515941
389530960,-0.03393179
389530965,0.08563956999999998
389530970,0.03875896999999999
389530975,0.08374927999999998
389530980,-0.031988659999999995
389530985,-0.03133913999999999
38950605,0.06685779999999998
389506010,0.01767601000000002
389506015,0.01575931
389506020,-0.008787070000000008
389506025,0.12448474
389506030,0.12904743000000002
389506035,0.022796059999999993
389506040,0.05733674999999998
389506050,0.013150559999999992
389506055,-0.02284509
389506060,-0.07242359999999995
389506065,-0.07296404999999997
389506070,0.13991037
389506075,-0.037274300000000024
389506080,-0.032351829999999984
389506085,0.13248547
38952105,0.21076691
389521010,0.22843190999999996
389521015,0.052890039999999985
389521020,0.0873659
389521025,0.04827754999999999
389521030,0.021965780000000018
389521035,0.01691719
389521040,0.14175706999999999
389521050,0.12565862
389521055,0.16131586999999997
389521060,0.22667552999999996
389521065,0.059681799999999965
389521070,0.09523010999999998
389521075,0.18476976999999997
389521080,0.26997054
389521085,0.16065633999999995
38950675,0.09297001999999999
389506710,0.04219367999999998
389506715,0.037949339999999984
389506720,-0.00930893
389506725,0.08822657999999999
389506730,0.035903870000000004
389506735,0.08512558999999999
389506740,0.12780618999999996
389506750,0.17615900999999998
389506755,0.03234186999999998
389506760,0.0366122
389506765,-0.033027909999999994
389506770,0.15350976999999996
389506775,0.0025379499999999833
389506780,0.10367013
389506785,0.11941361999999997
38952205,0.12682572999999997
389522010,0.015438930000000003
389522015,0.07471016
389522020,0.029012399999999966
389522025,0.016768130000000006
389522030,0.13033968999999995
389522035,0.04008967999999999
389522040,0.12268133999999999
389522050,0.004121340000000001
389522055,-0.07839276999999999
389522060,0.13721087999999998
389522065,-0.035200300000000004
389522070,0.11052205
389522075,0.030932109999999985
389522080,-0.025430290000000008
389522085,0.02621962
38951805,-0.01008636999999999
389518010,0.14629266
389518015,0.006955480000000014
389518020,0.002215760000000011
389518025,0.08429312
389518030,0.006950269999999981
389518035,0.03258799
389518040,0.09097224999999998
389518050,0.06439829
389518055,-0.002000349999999998
389518060,0.21922005999999997
389518065,0.03761285
389518070,0.16798727
389518075,-0.11116496999999999
389518080,0.02849728
389518085,0.10031843999999998
38953335,0.09634956999999997
389533310,0.11662579999999999
389533315,0.028085509999999987
389533325,-0.02852781999999998
389533330,-0.09910802999999997
389533335,-0.08423916000000001
389533340,0.07890892999999999
389533350,-0.10377187999999998
389533355,-0.021244530000000005
389533360,-0.11523785999999997
389533365,-0.14397469000000002
389533370,-0.02158339999999999
389533375,-0.025871450000000004
389533380,-0.11973648999999999
389533385,-0.052194689999999995
38950865,0.08127514999999999
389508610,0.20391432999999998
389508615,0.011194570000000001
389508620,0.09052194
389508625,0.08316770999999998
389508630,0.06664159999999998
389508635,-0.012727890000000006
389508640,0.10182187999999999
389508650,0.18026314
389508655,0.09182863999999998
389508660,0.18228376999999996
389508665,-0.05228572000000001
389508670,0.04429665000000001
389508675,-0.09001958
389508680,-0.019490779999999985
389508685,0.021199919999999983
38952445,0.16614752
389524410,0.012749839999999998
389524415,0.09445514999999999
389524420,-0.013450690000000001
389524425,0.055683519999999986
389524430,0.02037374
389524435,0.053286379999999994
389524440,0.04628451
389524450,-0.0666504
389524455,0.010304170000000001
389524460,-0.020774540000000008
389524465,0.0242671
389524470,0.13175579999999998
389524475,-0.0015623399999999954
389524480,-0.06732255000000002
389524485,-0.033059149999999995
38951075,-0.07312279999999999
389510710,0.16684024000000003
389510715,0.06667627000000001
389510720,0.08085859999999997
389510725,0.17065915999999998
389510730,0.09299224
389510735,0.04962861
389510740,0.04293311
389510750,0.015098869999999986
389510755,0.17858600999999996
389510760,0.07138772999999998
389510765,0.0003296899999999936
389510770,0.028214899999999987
389510775,0.002411559999999993
389510780,0.06004963999999999
389510785,0.031823459999999984
38952585,0.26104147999999994
389525810,-0.009514970000000011
389525815,0.06788125999999998
389525820,0.13194933999999997
389525825,0.10543054999999997
389525830,0.10222176999999999
389525835,0.13760593
389525840,0.13116193999999998
389525850,0.11770430999999998
389525855,0.08741624999999997
389525860,0.05152284999999997
389525865,0.08499816999999998
389525870,0.18466164999999995
389525875,0.10031338
389525880,0.2688439899999999
389525885,0.09467621999999998
38950955,0.01171077999999999
389509510,-0.058046699999999986
389509515,-0.06035925
389509520,-0.046978549999999994
389509525,0.03378881999999998
389509530,0.24590968999999996
389509535,0.08126115999999999
389509540,-0.011641429999999994
389509550,-0.0533593
389509555,0.029701320000000003
389509560,-0.10831110999999999
389509565,0.045835329999999994
389509570,0.07003047
389509575,-0.14313856999999996
389509580,0.0018318699999999993
389509585,-0.13998116
38952505,-0.044755379999999984
389525010,0.12105488999999998
389525015,0.10656098999999997
389525020,0.06176953999999997
389525025,0.10759669999999996
389525030,0.12635732
389525035,0.040747080000000005
389525040,0.06772876999999997
389525050,0.06299181000000001
389525055,0.046483600000000014
389525060,0.12904824999999998
389525065,0.058862059999999994
389525070,-0.08074136999999998
389525075,0.08450321
389525080,0.11590953999999996
389525085,0.04985352999999998
38951215,0.13697525
389512110,0.07746509000000001
389512115,0.18486252999999997
389512120,0.07749471999999999
389512125,0.046832109999999996
389512130,0.19575845
389512135,0.13186953999999998
389512140,0.15536755999999996
389512150,0.10217168999999998
389512155,0.024747669999999958
389512160,-0.04269267
389512165,0.04401524999999999
389512170,-0.05643793
389512175,0.07917597999999997
389512180,-0.05860791999999998
389512185,-0.06600998999999998
38952755,0.09109056999999998
389527510,-0.042412210000000006
389527515,0.16648599999999997
389527520,0.06548559999999998
389527525,0.08412573999999999
389527530,0.10354079999999999
389527535,0.13816143999999997
389527540,-0.02740155999999999
389527550,0.04880898
389527555,0.013777800000000007
389527560,0.015394229999999995
389527565,-0.02568071999999999
389527570,0.12492278999999998
389527575,-0.07644929999999998
389527580,0.09545755000000002
389527585,0.10164339999999997
38951345,0.09607175999999998
389513410,0.05980479000000001
389513415,-0.012670829999999994
389513420,0.11679102999999999
389513425,-0.05433301
389513430,0.05589658999999998
389513435,0.07619044999999998
389513440,0.12462428999999998
389513450,0.008657689999999996
389513455,-0.0318219
389513460,-0.04924600999999997
389513465,0.06471006999999998
389513470,-0.10667988
389513475,0.05002779999999998
389513480,-0.08875310999999998
389513485,-0.04703271999999997
38952865,0.26877808999999997
389528610,0.059190489999999985
389528615,0.24810537999999993
389528620,0.12324637999999999
389528625,-0.12403139999999996
389528630,0.1655586
389528635,0.14439005
389528640,0.07602620999999998
389528650,0.13165723999999998
389528655,0.16227926999999998
389528660,0.04865993999999999
389528665,0.16297086999999996
389528670,0.13484282999999997
389528675,0.03776170999999999
389528680,0.10630670999999998
389528685,0.15122239999999998
38950525,0.009560810000000003
389505210,0.11361818999999998
389505215,0.06179704999999998
389505220,0.027560949999999997
389505225,-0.014121270000000005
389505230,0.07160078999999998
389505235,-0.01980343999999999
389505240,-0.0714782
389505250,-0.012688410000000011
389505255,0.04247321999999999
389505260,0.02948448000000002
389505265,-0.10133902999999998
389505270,-0.027800949999999998
389505275,-0.16662697999999998
389505280,-0.09462754999999996
389505285,-0.060837959999999996
38952025,-6.103000000000358e-05
389520210,-0.08394174999999998
389520215,0.04882312000000001
389520220,-0.10440934999999998
389520225,0.060256019999999993
389520230,0.06575479
389520235,0.058271649999999967
389520240,0.0030826799999999766
389520250,0.10990917999999998
389520255,0.08098489999999997
389520260,-0.003776140000000004
389520265,0.08811801
389520270,0.07282804999999998
389520275,0.11950192999999996
389520280,0.13785630999999995
389520285,-0.07553890000000002
38951395,0.09867432
389513910,0.09632527999999999
389513915,0.06012666
389513920,0.03583773
389513925,0.06804745999999999
389513930,0.0362556
389513935,0.11086767
389513940,0.040646530000000014
389513950,-0.10921439999999999
389513955,0.09764630999999999
389513960,0.07787213999999998
389513965,0.08371874
389513970,-0.01798674
389513975,0.018664910000000007
389513980,-0.0229177
389513985,0.05001981999999998
38952925,0.09378707
389529210,0.02438103999999998
389529215,0.10456542999999999
389529220,0.04875095999999998
389529225,0.08350518999999998
389529230,0.013761099999999998
389529235,0.06429980999999997
389529240,0.10801631999999997
389529250,-0.0003411099999999917
389529255,0.19643555999999995
389529260,0.10744580999999997
389529265,0.008962419999999971
389529270,0.049617350000000005
389529275,0.021761689999999986
389529280,0.10425752999999999
389529285,-0.012182040000000019
38951675,0.016931340000000003
389516710,-0.08649012999999997
389516715,0.048714859999999985
389516720,0.10935698999999999
389516725,0.024897789999999996
389516730,-0.018138769999999985
389516735,-0.16064064999999997
389516740,0.013565159999999993
389516750,0.07050679
389516755,0.12126631
389516760,0.04736651
389516765,-0.06252747999999998
389516770,-0.027920280000000006
389516775,0.08158008
389516780,0.0009628399999999926
389516785,0.10872677000000001
38953205,0.046650849999999994
389532010,-0.07851624999999998
389532015,0.037880589999999964
389532020,-0.08814104999999998
389532025,0.033420959999999986
389532030,0.005522260000000001
389532035,-0.07884839999999999
389532040,0.003388139999999998
389532050,0.023223880000000002
389532055,-0.06894421999999999
389532060,0.08808487999999999
389532065,0.05338530999999999
389532070,-0.04172084999999999
389532075,0.013968549999999996
389532080,0.05742694999999999
389532085,0.0010235799999999962
38951535,0.09772856999999999
389515310,0.09178411999999998
389515315,0.12378595999999999
389515320,0.20720482999999995
389515325,0.06429431999999999
389515330,-0.04735297999999999
389515335,0.0010991899999999999
389515340,0.03612981
389515350,-0.03689133999999998
389515355,-0.0707558
389515360,-0.016507069999999985
389515365,-0.05770691
389515370,0.16218397999999998
389515375,-0.02512580999999999
389515380,-0.018075679999999997
389515385,-0.06917906999999998
38953025,-0.024038370000000003
389530210,0.10036079999999999
389530215,-0.03764339999999998
389530220,0.03450865
389530225,0.031030020000000005
389530230,-0.017763349999999997
389530235,0.03279113
389530240,0.10708025999999998
389530250,-0.05585881999999999
389530255,0.054945109999999964
389530260,0.09418306
389530265,0.06894695999999999
389530270,0.07129621000000001
389530275,0.009620109999999987
389530280,0.01341465
389530285,-0.011194389999999999
38951135,0.15947893999999999
389511310,-0.13798683
389511315,-0.03945329999999997
389511320,-0.07871210999999999
389511325,0.011629349999999997
389511330,-0.019878649999999998
389511335,-0.06808992999999998
389511340,0.16336808999999997
389511350,-0.054828079999999974
389511355,-0.015569
389511360,-0.005149449999999986
389511365,0.029625370000000012
389511370,0.08241602999999999
389511375,0.12500169999999997
389511380,-0.025073669999999992
389511385,0.033669949999999976
38952665,0.07490159999999997
389526610,0.06581208
389526615,0.23232000999999997
389526620,0.037504010000000004
389526625,-0.012350609999999998
389526630,0.16171898999999998
389526635,0.20384634999999995
389526640,0.16842383999999994
389526650,0.021791320000000003
389526655,0.22706587999999994
389526660,0.30222577999999994
389526665,0.07690524999999998
389526670,0.06251258999999998
389526675,0.16124809999999998
389526680,0.16802114999999998
389526685,0.025323089999999993
